user,item,rating,user_id,item_id
4,2728,5.0,3,2182
4,943,4.0,3,763
4,3088,5.0,3,2469
4,905,5.0,3,726
4,940,5.0,3,760
4,154,4.0,3,130
4,913,5.0,3,734
4,1209,4.0,3,970
4,308,5.0,3,271
4,2690,4.0,3,2147
4,306,5.0,3,269
4,1734,4.0,3,1376
4,1204,5.0,3,966
4,2874,4.0,3,2295
4,1392,4.0,3,1131
4,5060,5.0,3,3932
4,1296,4.0,3,1054
4,1244,4.0,3,1003
4,1277,4.0,3,1036
4,1945,4.0,3,1510
4,1252,4.0,3,1011
4,1948,4.0,3,1513
4,1719,5.0,3,1366
5,33499,4.0,4,6618
5,2762,3.5,4,2208
5,1907,4.5,4,1479
5,44193,3.5,4,6943
5,778,4.0,4,644
5,81847,5.0,4,8772
5,5481,3.5,4,4198
5,78637,3.5,4,8599
5,54259,4.0,4,7428
5,1517,3.5,4,1225
5,45431,4.0,4,7011
5,2687,3.5,4,2144
5,4890,3.5,4,3814
5,2092,3.5,4,1650
5,4016,4.0,4,3165
5,60126,4.0,4,7759
5,4306,4.0,4,3378
5,68793,5.0,4,8104
5,67408,4.5,4,8054
5,1,4.0,4,0
5,46972,5.0,4,7078
5,1206,4.5,4,967
5,2683,4.0,4,2142
5,175,4.0,4,150
5,56152,4.5,4,7553
5,7375,4.0,4,5336
5,588,3.5,4,521
5,59784,3.5,4,7736
6,2694,3.5,5,2151
6,46578,5.0,5,7056
6,7361,5.0,5,5326
6,60069,5.0,5,7755
6,3082,4.0,5,2465
6,72011,4.0,5,8283
6,5989,5.0,5,4483
6,5014,4.0,5,3901
6,8784,5.0,5,5792
6,3897,4.0,5,3071
6,2599,4.5,5,2076
6,1223,5.0,5,984
6,44195,4.5,5,6944
6,1965,5.0,5,1530
6,1199,4.0,5,961
6,1732,4.5,5,1374
6,49272,4.0,5,7195
6,66665,5.0,5,8030
6,68954,4.0,5,8114
6,2918,4.0,5,2330
6,2205,4.0,5,1756
6,2959,5.0,5,2364
6,4963,5.0,5,3858
6,33004,5.0,5,6589
6,7438,5.0,5,5362
6,480,3.5,5,426
6,56367,5.0,5,7567
6,6377,3.5,5,4703
6,30810,5.0,5,6413
6,1682,4.0,5,1343
6,6874,5.0,5,5003
6,2572,5.0,5,2056
6,42002,4.0,5,6862
6,1073,5.0,5,872
6,4090,4.0,5,3219
7,4011,5.0,6,3161
7,296,3.5,6,260
7,145,4.0,6,122
7,5669,4.0,6,4311
7,2788,4.5,6,2228
7,3033,4.0,6,2422
7,1210,5.0,6,971
7,1676,5.0,6,1339
7,52281,3.5,6,7329
7,316,4.0,6,277
7,4387,4.0,6,3433
7,4553,3.5,6,3559
7,10,4.0,6,9
7,4878,4.0,6,3805
7,648,3.5,6,564
7,3081,4.0,6,2464
7,2288,3.5,6,1809
7,3253,3.5,6,2592
7,84152,3.5,6,8850
7,1527,4.0,6,1232
7,356,5.0,6,316
7,1291,4.0,6,1050
7,2807,4.0,6,2247
7,1196,5.0,6,958
7,858,3.5,6,695
7,1214,5.0,6,975
7,1690,5.0,6,1350
7,3977,3.5,6,3130
7,541,4.0,6,484
7,1610,4.5,6,1289
7,32587,5.0,6,6559
7,33794,3.5,6,6638
7,293,4.0,6,258
7,1222,5.0,6,983
7,2167,5.0,6,1721
7,3052,4.5,6,2440
7,1200,5.0,6,962
7,1407,5.0,6,1143
7,165,5.0,6,141
7,2115,4.5,6,1673
7,2692,4.0,6,2149
7,1391,5.0,6,1130
7,1258,4.0,6,1017
7,589,4.5,6,522
7,68791,3.5,6,8103
7,1240,5.0,6,999
7,2959,5.0,6,2364
7,260,5.0,6,230
7,1580,4.0,6,1260
7,2890,4.0,6,2311
7,3275,5.0,6,2614
7,1198,5.0,6,960
7,733,4.5,6,619
7,27611,4.5,6,6336
7,44665,5.0,6,6963
7,1136,5.0,6,922
7,288,4.5,6,253
7,63113,4.0,6,7909
7,1732,3.5,6,1374
7,377,3.5,6,336
7,3994,3.5,6,3147
7,1080,5.0,6,877
7,70,4.5,6,64
7,593,5.0,6,525
7,1370,4.0,6,1111
7,5903,5.0,6,4434
7,231,4.0,6,202
7,69122,3.5,6,8123
7,47997,4.5,6,7131
7,37380,3.5,6,6738
7,2161,3.5,6,1715
7,1747,4.0,6,1380
7,60126,4.5,6,7759
7,1687,4.5,6,1347
7,5418,4.0,6,4152
7,2683,5.0,6,2142
8,1120,5.0,7,908
8,780,4.0,7,646
8,1061,4.0,7,863
8,1042,5.0,7,848
8,788,5.0,7,653
8,1393,5.0,7,1132
8,808,4.0,7,664
8,778,4.0,7,644
8,260,4.0,7,230
8,802,4.0,7,658
8,648,5.0,7,564
8,1471,5.0,7,1190
8,1,5.0,7,0
8,52,5.0,7,48
8,804,4.0,7,660
8,1210,5.0,7,971
8,62,4.0,7,57
8,766,5.0,7,641
8,3,4.0,7,2
8,25,5.0,7,24
8,1416,4.0,7,1152
8,36,5.0,7,35
8,1407,5.0,7,1143
8,1059,4.0,7,861
9,6,4.0,8,5
9,16,4.0,8,15
9,194,4.0,8,167
9,555,4.0,8,498
9,497,4.0,8,442
9,293,4.0,8,258
9,235,4.0,8,206
9,260,4.0,8,230
9,25,4.0,8,24
9,589,4.0,8,522
9,161,4.0,8,137
10,39,5.0,9,36
10,253,4.0,9,223
10,2081,5.0,9,1639
10,7451,5.0,9,5371
10,7445,3.5,9,5367
10,3362,4.5,9,2666
10,2572,5.0,9,2056
10,3159,3.5,9,2528
10,356,4.0,9,316
10,81591,4.0,9,8754
10,1727,3.5,9,1370
11,1278,4.0,10,1037
11,1079,4.0,10,876
11,1084,4.0,10,881
11,1269,4.0,10,1028
11,1214,4.0,10,975
11,1291,4.0,10,1050
11,265,4.0,10,234
11,588,4.0,10,521
11,349,4.0,10,309
11,260,5.0,10,230
11,316,4.0,10,277
11,1136,4.0,10,922
11,1198,4.0,10,960
11,908,4.0,10,729
11,745,5.0,10,626
11,593,5.0,10,525
11,1356,5.0,10,1102
11,597,4.0,10,529
11,480,4.0,10,426
11,720,5.0,10,611
11,1196,5.0,10,958
11,1127,4.0,10,914
11,1,4.0,10,0
11,1193,5.0,10,956
11,1374,4.0,10,1115
11,292,4.0,10,257
11,587,5.0,10,520
11,1200,4.0,10,962
11,111,4.0,10,99
11,5060,5.0,10,3932
12,2797,4.0,11,2237
12,594,4.5,11,526
12,2012,4.0,11,1573
12,266,4.0,11,235
12,2710,4.0,11,2165
12,708,4.0,11,601
12,5952,4.0,11,4456
13,20,3.5,12,19
13,50,4.0,12,47
13,1359,4.5,12,1105
13,52458,4.0,12,7342
13,4878,4.0,12,3805
13,48394,4.0,12,7152
13,2959,4.0,12,2364
13,8641,3.5,12,5727
13,111,4.5,12,99
13,2991,3.5,12,2391
13,56003,3.5,12,7545
14,17,5.0,13,16
14,1073,5.0,13,872
14,1,4.0,13,0
14,1367,4.0,13,1110
14,141,5.0,13,120
15,2644,5.0,14,2110
15,50,5.0,14,47
15,26285,5.0,14,6107
15,296,5.0,14,260
15,48394,5.0,14,7152
15,2363,5.0,14,1873
15,1136,4.0,14,922
15,3949,5.0,14,3107
15,7766,5.0,14,5452
15,1206,5.0,14,967
15,3535,5.0,14,2803
15,952,5.0,14,772
15,108192,5.0,14,9870
15,533,5.0,14,476
15,86864,5.0,14,8981
15,3462,5.0,14,2749
15,72226,5.0,14,8295
15,4467,5.0,14,3489
15,68954,5.0,14,8114
15,8874,5.0,14,5835
15,2174,5.0,14,1728
15,3994,5.0,14,3147
15,6987,5.0,14,5074
15,3307,5.0,14,2631
15,565,5.0,14,504
15,47465,4.0,14,7100
15,6807,4.0,14,4966
15,7373,5.0,14,5334
15,8235,5.0,14,5586
15,2395,5.0,14,1904
15,55269,5.0,14,7495
15,6629,5.0,14,4859
15,2781,5.0,14,2224
15,6270,5.0,14,4634
15,1258,5.0,14,1017
15,30810,5.0,14,6413
15,293,5.0,14,258
15,2288,5.0,14,1809
15,841,5.0,14,685
15,49272,5.0,14,7195
15,541,5.0,14,484
15,4902,5.0,14,3821
15,94959,5.0,14,9361
15,128838,4.0,14,10186
15,109374,5.0,14,9901
15,1929,5.0,14,1496
15,2968,4.0,14,2371
15,6874,3.5,14,5003
15,2959,4.0,14,2364
16,9,4.0,15,8
16,95,5.0,15,87
16,432,4.0,15,380
16,527,5.0,15,471
16,204,4.0,15,176
16,653,4.0,15,567
16,405,5.0,15,355
16,587,4.0,15,520
16,196,5.0,15,169
16,835,5.0,15,679
16,540,5.0,15,483
16,593,5.0,15,525
16,377,4.0,15,336
16,47,5.0,15,44
16,610,5.0,15,539
16,266,4.0,15,235
16,161,5.0,15,137
16,141,4.0,15,120
16,457,4.0,15,405
16,50,4.0,15,47
16,494,5.0,15,439
16,292,4.0,15,257
16,420,4.0,15,368
16,839,5.0,15,683
16,332,4.0,15,292
16,786,4.0,15,652
16,217,4.0,15,189
16,350,4.0,15,310
16,165,4.0,15,141
16,370,5.0,15,329
16,349,5.0,15,309
16,253,5.0,15,223
16,329,4.0,15,289
16,780,5.0,15,646
16,173,5.0,15,148
16,380,4.0,15,339
16,648,5.0,15,564
16,474,4.0,15,421
16,434,5.0,15,382
16,367,4.0,15,326
16,500,4.0,15,445
16,29,5.0,15,28
17,3448,5.0,16,2738
17,223,5.0,16,194
17,4963,4.0,16,3858
17,3285,4.5,16,2619
17,480,4.0,16,426
17,46976,3.5,16,7080
17,8874,5.0,16,5835
17,55247,3.5,16,7488
17,2571,4.0,16,2055
17,541,4.0,16,484
17,2797,4.0,16,2237
17,1732,5.0,16,1374
17,55995,4.5,16,7543
17,64716,3.5,16,7950
17,1232,4.5,16,992
17,1,5.0,16,0
17,6365,4.0,16,4695
17,74727,5.0,16,8439
17,32460,4.5,16,6546
17,60904,4.0,16,7804
17,6986,4.0,16,5073
17,52950,4.0,16,7368
17,85414,3.5,16,8917
17,589,4.5,16,522
17,1136,5.0,16,922
17,7153,5.0,16,5205
17,2012,5.0,16,1573
17,1580,4.5,16,1260
17,5378,5.0,16,4125
17,1270,5.0,16,1029
17,73089,5.0,16,8352
17,6565,4.5,16,4816
17,33493,5.0,16,6616
17,2011,5.0,16,1572
17,8905,4.0,16,5845
17,4027,5.0,16,3175
17,356,5.0,16,316
17,2151,5.0,16,1706
17,73017,4.5,16,8346
17,6942,3.5,16,5040
17,1907,4.5,16,1479
17,3629,4.5,16,2871
17,44191,5.0,16,6942
17,260,5.0,16,230
17,45722,4.0,16,7032
17,6617,4.5,16,4850
17,2735,4.5,16,2189
17,2355,4.5,16,1865
17,1196,5.0,16,958
17,6539,4.5,16,4801
17,2324,5.0,16,1837
17,5218,5.0,16,4031
17,318,4.0,16,279
17,3307,4.0,16,2631
17,7367,5.0,16,5331
17,33004,4.0,16,6589
17,1831,4.0,16,1425
17,1233,3.5,16,993
17,53996,4.0,16,7418
17,58559,4.0,16,7664
17,1721,4.0,16,1367
17,344,4.0,16,304
17,56171,4.0,16,7558
17,4270,3.5,16,3349
17,780,4.5,16,646
17,70286,5.0,16,8177
17,150,4.0,16,126
17,1210,5.0,16,971
17,2716,4.0,16,2170
17,53125,4.0,16,7380
17,296,4.0,16,260
17,51255,5.0,16,7287
17,60069,5.0,16,7755
17,84772,5.0,16,8877
17,4993,5.0,16,3884
17,4306,5.0,16,3378
17,33136,4.0,16,6595
17,3997,3.5,16,3149
17,33615,4.5,16,6623
17,6305,4.0,16,4660
17,77561,3.5,16,8535
18,47,4.5,17,44
18,356,4.0,17,316
18,4226,4.5,17,3321
18,5502,3.5,17,4211
18,1200,4.0,17,962
18,8019,4.5,17,5539
18,3081,4.0,17,2464
18,6365,4.0,17,4695
18,1148,4.5,17,925
18,8781,4.0,17,5790
18,5679,5.0,17,4317
18,6874,4.0,17,5003
18,2959,5.0,17,2364
18,296,4.5,17,260
18,7147,5.0,17,5200
18,1584,4.0,17,1264
18,592,4.0,17,524
18,370,3.5,17,329
18,4973,4.5,17,3866
18,318,4.5,17,279
18,4995,4.5,17,3886
18,1625,4.5,17,1301
18,3114,4.5,17,2495
18,8798,4.5,17,5798
18,2174,4.0,17,1728
18,8589,4.5,17,5698
18,1517,4.0,17,1225
18,2571,4.5,17,2055
18,733,4.0,17,619
18,2791,4.0,17,2231
18,2291,4.5,17,1812
18,1573,4.0,17,1259
18,1917,3.5,17,1487
18,8360,4.0,17,5615
18,1089,4.0,17,886
18,3052,4.5,17,2440
18,7360,4.0,17,5325
18,4975,5.0,17,3868
18,4306,4.5,17,3378
18,2762,4.0,17,2208
18,5266,3.5,17,4060
18,50,4.5,17,47
19,3916,4.0,18,3085
19,97304,4.0,18,9469
19,6565,4.0,18,4816
19,527,5.0,18,471
19,8622,4.5,18,5716
19,136018,4.0,18,10258
19,5009,4.0,18,3897
19,30816,4.5,18,6415
19,5299,4.5,18,4078
19,64839,4.0,18,7951
19,99114,4.0,18,9539
19,8984,3.5,18,5895
19,4995,5.0,18,3886
19,50068,4.5,18,7235
19,4022,4.0,18,3171
19,7156,4.0,18,5208
19,80463,4.0,18,8695
19,56587,4.0,18,7573
19,30812,4.5,18,6414
19,41997,4.0,18,6861
19,112552,4.0,18,9992
19,5956,4.0,18,4459
19,31410,4.0,18,6458
19,49530,5.0,18,7214
19,89492,4.0,18,9107
19,4776,3.5,18,3736
19,68157,3.5,18,8080
19,47629,4.0,18,7110
19,8958,4.5,18,5877
19,55276,4.0,18,7498
19,56367,3.5,18,7567
19,6863,3.5,18,4996
19,88744,4.0,18,9062
19,7458,4.0,18,5374
19,45447,4.5,18,7014
19,5418,4.0,18,4152
19,64614,4.0,18,7946
19,3555,4.0,18,2820
19,6482,4.0,18,4766
19,40629,4.0,18,6819
19,4903,3.5,18,3822
19,81845,5.0,18,8771
19,4254,4.0,18,3340
19,33166,5.0,18,6602
19,106782,4.5,18,9839
19,64620,4.0,18,7947
19,55247,4.0,18,7488
19,116797,5.0,18,10082
19,5810,4.0,18,4381
19,8533,4.5,18,5679
19,45720,3.5,18,7031
20,72011,5.0,19,8283
20,52712,5.0,19,7355
20,69481,3.5,19,8141
20,59315,4.0,19,7709
20,8961,3.5,19,5879
20,26198,3.5,19,6080
20,72998,4.0,19,8343
20,69757,5.0,19,8156
20,46976,3.5,19,7080
20,1537,4.0,19,1238
20,4014,4.0,19,3163
20,58559,4.0,19,7664
20,5064,4.0,19,3936
20,47610,4.0,19,7107
20,45730,3.5,19,7035
20,68954,4.0,19,8114
20,2145,5.0,19,1700
20,2413,4.0,19,1921
20,70293,5.0,19,8178
20,2803,4.0,19,2243
20,68269,4.0,19,8085
21,6807,4.0,20,4966
21,19,3.5,20,18
21,5618,5.0,20,4277
21,6954,4.0,20,5051
21,4878,4.0,20,3805
21,6365,4.0,20,4695
21,1282,4.5,20,1041
21,72998,4.0,20,8343
21,1136,4.5,20,922
21,1653,4.0,20,1321
21,64957,3.5,20,7953
21,7153,4.5,20,5205
21,104283,4.5,20,9755
21,26662,4.5,20,6203
21,104312,3.5,20,9756
21,57504,4.0,20,7606
21,111759,4.0,20,9968
21,87232,3.5,20,9006
21,79702,4.0,20,8654
21,51662,3.5,20,7302
21,1281,4.0,20,1040
21,116797,4.5,20,10082
21,1196,4.5,20,958
21,62956,3.5,20,7902
21,26326,4.0,20,6123
21,98809,4.0,20,9530
21,54001,4.0,20,7419
21,79132,4.0,20,8622
21,3000,5.0,20,2397
21,48774,3.5,20,7174
21,86504,4.5,20,8960
21,116823,4.5,20,10084
21,1201,4.0,20,963
21,119141,3.5,20,10129
21,74458,4.0,20,8414
21,4896,4.0,20,3816
21,101962,4.0,20,9639
21,5971,4.5,20,4471
21,54503,3.5,20,7440
21,2019,4.0,20,1580
21,82461,4.5,20,8797
21,527,4.5,20,471
21,3159,4.5,20,2528
21,45722,3.5,20,7032
21,1210,4.5,20,971
21,89745,3.5,20,9114
21,1198,3.5,20,960
21,26776,4.5,20,6238
21,108190,4.0,20,9869
21,91500,4.0,20,9217
21,66097,3.5,20,8005
21,59615,4.0,20,7727
21,118696,4.0,20,10115
21,2628,4.5,20,2097
21,6350,4.5,20,4690
21,53125,4.0,20,7380
21,5995,4.5,20,4489
22,3108,3.5,21,2489
22,1682,3.5,21,1343
22,4246,4.0,21,3335
22,7438,4.5,21,5362
22,25,3.5,21,24
22,1923,3.5,21,1492
22,2953,3.5,21,2362
22,5093,4.0,21,3954
22,500,3.5,21,445
22,3481,4.5,21,2764
22,7153,4.0,21,5205
22,2706,3.5,21,2161
22,5464,5.0,21,4186
22,4878,3.5,21,3805
22,587,4.5,21,520
22,231,3.5,21,202
22,1263,4.5,21,1022
22,2082,3.5,21,1640
22,3948,4.5,21,3106
22,4979,5.0,21,3872
22,1084,3.5,21,881
22,5134,4.5,21,3986
22,6193,4.0,21,4584
22,2194,4.0,21,1747
22,2539,4.0,21,2029
22,508,3.5,21,452
22,4995,5.0,21,3886
22,5218,5.0,21,4031
22,2355,3.5,21,1865
22,5989,5.0,21,4483
22,377,4.5,21,336
22,5349,3.5,21,4107
22,296,4.0,21,260
22,3253,3.5,21,2592
22,3861,3.5,21,3049
22,1120,4.0,21,908
22,3798,5.0,21,3001
22,2671,3.5,21,2133
22,357,3.5,21,317
22,6377,4.5,21,4703
22,2005,3.5,21,1567
22,1274,4.5,21,1033
22,5956,3.5,21,4459
22,1884,5.0,21,1461
22,4025,3.5,21,3174
22,588,4.0,21,521
22,1729,4.5,21,1371
22,50,3.5,21,47
22,1215,5.0,21,976
22,2908,3.5,21,2325
22,364,4.5,21,323
22,5792,3.5,21,4369
22,356,5.0,21,316
22,7437,3.5,21,5361
22,2762,4.0,21,2208
22,6711,4.0,21,4907
22,4306,4.0,21,3378
22,27728,4.5,21,6357
22,4161,3.5,21,3275
22,3301,3.5,21,2627
22,3967,4.5,21,3123
22,3827,3.5,21,3024
22,6874,4.0,21,5003
23,2997,3.5,22,2396
23,81845,3.5,22,8771
23,49272,3.5,22,7195
23,100714,3.5,22,9603
23,4973,4.0,22,3866
23,106920,4.0,22,9847
23,30707,4.0,22,6407
23,8983,4.0,22,5894
23,60684,3.5,22,7792
23,5418,4.0,22,4152
23,2959,4.0,22,2364
23,1079,3.5,22,876
23,77455,3.5,22,8530
23,1682,3.5,22,1343
23,858,4.0,22,695
23,1200,4.0,22,962
23,86290,4.0,22,8944
23,103235,4.0,22,9696
23,103984,3.5,22,9737
23,4226,4.0,22,3321
23,1732,3.5,22,1374
23,4967,3.5,22,3861
23,8873,3.5,22,5834
23,69481,3.5,22,8141
23,54286,3.5,22,7434
23,50,4.0,22,47
23,97304,3.5,22,9469
23,30749,3.5,22,6409
23,63082,4.0,22,7908
23,1175,4.0,22,940
23,47999,3.5,22,7132
23,2618,4.0,22,2090
23,74324,3.5,22,8407
23,593,3.5,22,525
23,5995,5.0,22,4489
24,2969,4.0,23,2372
24,527,4.0,23,471
24,3230,4.0,23,2577
24,1617,5.0,23,1295
24,1227,5.0,23,988
24,3204,4.0,23,2562
24,1090,4.0,23,887
24,517,4.0,23,461
24,2130,4.0,23,1685
24,2067,5.0,23,1625
24,3682,4.0,23,2905
24,593,4.0,23,525
24,1270,5.0,23,1029
24,350,4.0,23,310
24,3430,4.0,23,2720
24,2203,5.0,23,1754
24,1233,4.0,23,993
24,2160,4.0,23,1714
24,3801,4.0,23,3003
24,2268,4.0,23,1794
24,2366,4.0,23,1876
24,3062,4.0,23,2448
24,1219,5.0,23,980
24,964,4.0,23,783
24,3333,4.0,23,2648
24,2186,5.0,23,1739
24,1221,4.0,23,982
24,1387,5.0,23,1126
24,913,5.0,23,734
24,1944,5.0,23,1509
24,2206,5.0,23,1757
24,1252,5.0,23,1011
24,904,5.0,23,725
24,3504,4.0,23,2781
24,2475,4.0,23,1979
24,3468,4.0,23,2752
24,599,4.0,23,530
24,3467,4.0,23,2751
24,1249,5.0,23,1008
24,111,5.0,23,99
24,2944,4.0,23,2353
24,2352,4.0,23,1862
24,3461,4.0,23,2748
24,1278,4.0,23,1037
24,1092,5.0,23,889
24,1610,4.0,23,1289
24,930,4.0,23,750
24,3789,4.0,23,2994
24,948,4.0,23,768
24,1213,4.0,23,974
24,1949,4.0,23,1514
24,3334,4.0,23,2649
24,1263,4.0,23,1022
24,1260,5.0,23,1019
24,912,5.0,23,733
24,2948,4.0,23,2357
24,1201,4.0,23,963
24,1068,4.0,23,868
24,3435,5.0,23,2725
24,940,4.0,23,760
24,920,5.0,23,741
24,3505,4.0,23,2782
24,457,4.0,23,405
24,2000,4.0,23,1562
24,946,5.0,23,766
24,2819,4.0,23,2256
24,1942,5.0,23,1507
24,909,4.0,23,730
24,2529,4.0,23,2020
24,3686,4.0,23,2909
24,1729,4.0,23,1371
24,22,5.0,23,21
24,965,5.0,23,784
24,2951,4.0,23,2360
24,1303,4.0,23,1061
24,3066,5.0,23,2451
24,931,4.0,23,751
24,3685,4.0,23,2908
24,897,4.0,23,718
24,2470,4.0,23,1974
24,3101,4.0,23,2482
24,923,5.0,23,744
24,454,4.0,23,402
24,2405,4.0,23,1913
24,3219,4.0,23,2571
24,260,4.0,23,230
24,910,5.0,23,731
24,3364,4.0,23,2668
24,110,5.0,23,98
24,922,5.0,23,743
24,3044,5.0,23,2433
24,3011,4.0,23,2405
24,1674,4.0,23,1337
24,2985,5.0,23,2385
24,380,4.0,23,339
24,1207,5.0,23,968
24,3643,4.0,23,2878
24,3035,5.0,23,2424
24,16,4.0,23,15
24,3507,4.0,23,2784
24,3134,4.0,23,2507
24,1234,4.0,23,994
24,2183,4.0,23,1736
24,1212,5.0,23,973
24,950,5.0,23,770
24,2406,4.0,23,1914
24,911,5.0,23,732
24,942,5.0,23,762
24,3654,5.0,23,2884
24,3168,4.0,23,2535
24,3811,4.0,23,3011
24,908,5.0,23,729
24,903,5.0,23,724
24,3095,4.0,23,2476
24,3036,4.0,23,2425
24,1269,5.0,23,1028
24,1964,4.0,23,1529
24,1266,4.0,23,1025
24,1276,4.0,23,1035
24,941,4.0,23,761
24,1203,4.0,23,965
24,2300,5.0,23,1818
24,1283,4.0,23,1042
24,1262,4.0,23,1021
24,3788,4.0,23,2993
24,3406,4.0,23,2701
24,969,5.0,23,788
24,1587,4.0,23,1267
24,3551,4.0,23,2816
24,949,4.0,23,769
24,3256,4.0,23,2595
24,47,5.0,23,44
24,1950,4.0,23,1515
24,1084,4.0,23,881
24,2871,4.0,23,2292
24,3545,4.0,23,2810
25,908,4.0,24,729
25,1270,4.0,24,1029
25,1028,4.0,24,835
25,2080,4.0,24,1638
25,34,4.0,24,33
25,1136,5.0,24,922
25,1380,4.0,24,1121
25,1641,4.0,24,1310
25,1265,4.0,24,1024
25,2371,5.0,24,1881
25,104,4.0,24,94
25,339,4.0,24,299
25,344,4.0,24,304
25,231,5.0,24,202
25,1378,4.0,24,1119
25,2109,5.0,24,1667
25,333,4.0,24,293
25,2378,4.0,24,1888
26,912,4.0,25,733
26,1784,3.5,25,1401
26,410,3.5,25,359
26,2997,4.5,25,2396
26,1213,5.0,25,974
27,2997,4.0,26,2396
27,1719,5.0,26,1366
27,2791,5.0,26,2231
27,2021,4.0,26,1582
27,1175,5.0,26,940
27,1234,4.0,26,994
27,2174,4.0,26,1728
27,2300,4.0,26,1818
27,1278,5.0,26,1037
27,590,4.0,26,523
27,1077,4.0,26,874
27,1734,4.0,26,1376
27,1078,4.0,26,875
27,1288,5.0,26,1047
27,1265,5.0,26,1024
27,2599,5.0,26,2076
27,788,4.0,26,653
27,933,5.0,26,753
27,2926,4.0,26,2337
27,1021,4.0,26,829
27,2797,4.0,26,2237
27,2395,4.0,26,1904
27,2973,4.0,26,2376
28,838,4.0,27,682
28,17,4.0,27,16
28,593,4.0,27,525
28,903,4.0,27,724
28,541,4.0,27,484
28,805,5.0,27,661
28,339,4.0,27,299
28,1356,4.0,27,1102
28,150,5.0,27,126
28,368,4.0,27,327
28,1224,4.0,27,985
28,912,4.0,27,733
28,1298,4.0,27,1056
28,953,5.0,27,773
28,1307,5.0,27,1065
28,1198,5.0,27,960
28,1393,4.0,27,1132
28,1285,4.0,27,1044
28,1258,4.0,27,1017
28,1097,4.0,27,894
28,318,4.0,27,279
28,1293,4.0,27,1052
28,222,5.0,27,193
28,1207,5.0,27,968
